bugid,tempo_space
384228,"[('E', '0'), ('C', '1'), ('C', '37'), ('L', '37'), ('A', '41'), ('C', '41'), ('C', '56'), ('V', '84'), ('V', '84'), ('Y', '84'), ('L', '86'), ('P', '88'), ('A', '88'), ('L', '88'), ('L', '89'), ('V', '89'), ('Y', '89'), ('Z', '95')]"
404531,"[('E', '0'), ('P', '0'), ('C', '4'), ('C', '22'), ('C', '41'), ('C', '41'), ('C', '56'), ('C', '76'), ('D', '85'), ('P', '85'), ('A', '85'), ('D', '87'), ('A', '90'), ('V', '90'), ('W', '90'), ('C', '90'), ('C', '91'), ('C', '92'), ('Y', '94'), ('W', '94'), ('W', '94'), ('Z', '94')]"
407774,"[('E', '0'), ('C', '0'), ('C', '0'), ('W', '76'), ('C', '76'), ('L', '95'), ('Z', '95')]"
427739,"[('E', '0'), ('C', '2'), ('W', '29'), ('D', '29'), ('W', '29'), ('A', '29'), ('V', '29'), ('V', '30'), ('C', '32'), ('V', '32'), ('W', '32'), ('Y', '32'), ('Y', '32'), ('W', '32'), ('W', '45'), ('W', '50'), ('L', '94'), ('Z', '94')]"
429420,"[('N', '0'), ('C', '0'), ('C', '4'), ('C', '93'), ('Z', '95')]"
469436,"[('E', '0'), ('L', '29'), ('W', '32'), ('P', '32'), ('A', '71'), ('C', '71'), ('C', '80'), ('V', '82'), ('L', '87'), ('V', '87'), ('C', '87'), ('V', '88'), ('C', '88'), ('V', '88'), ('V', '89'), ('Y', '91'), ('W', '91'), ('V', '93'), ('C', '94'), ('C', '94'), ('C', '94'), ('V', '95'), ('Y', '95'), ('L', '95'), ('Z', '95')]"
477215,"[('N', '0'), ('C', '94'), ('Z', '95')]"
482105,"[('E', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('C', '29'), ('V', '32'), ('V', '54'), ('C', '57'), ('V', '59'), ('V', '59'), ('C', '59'), ('V', '60'), ('V', '60'), ('Y', '66'), ('Y', '77'), ('C', '79'), ('L', '95'), ('Z', '95')]"
578393,"[('M', '0'), ('C', '0'), ('D', '1'), ('P', '45'), ('V', '74'), ('Y', '80'), ('Y', '94'), ('C', '94'), ('C', '94'), ('Z', '94')]"
581593,"[('E', '0'), ('C', '0'), ('C', '1'), ('C', '2'), ('C', '10'), ('C', '18'), ('A', '24'), ('V', '87'), ('W', '87'), ('Y', '94'), ('W', '94'), ('W', '95'), ('L', '95'), ('Z', '95')]"
607227,"[('E', '0'), ('C', '0'), ('D', '0'), ('C', '11'), ('C', '18'), ('C', '21'), ('C', '33'), ('W', '49'), ('C', '49'), ('C', '80'), ('C', '80'), ('C', '84'), ('C', '86'), ('A', '91'), ('C', '91'), ('D', '91'), ('V', '91'), ('C', '92'), ('W', '95'), ('L', '95'), ('Z', '95')]"
607234,"[('E', '0'), ('D', '0'), ('C', '18'), ('C', '21'), ('W', '49'), ('C', '49'), ('A', '91'), ('C', '91'), ('V', '91'), ('V', '91'), ('V', '91'), ('C', '91'), ('C', '92'), ('C', '92'), ('Y', '93'), ('D', '94'), ('Z', '94')]"
720641,"[('E', '0'), ('C', '0'), ('D', '1'), ('L', '49'), ('W', '66'), ('C', '66'), ('A', '69'), ('C', '73'), ('V', '78'), ('C', '78'), ('V', '78'), ('V', '78'), ('V', '78'), ('C', '79'), ('V', '79'), ('V', '79'), ('V', '79'), ('V', '79'), ('V', '79'), ('V', '79'), ('Y', '79'), ('C', '79'), ('Y', '80'), ('V', '80'), ('V', '80'), ('V', '80'), ('C', '80'), ('V', '80'), ('V', '80'), ('D', '80'), ('V', '80'), ('V', '80'), ('C', '80'), ('V', '81'), ('Y', '83'), ('Y', '84'), ('Y', '84'), ('C', '84'), ('C', '85'), ('V', '85'), ('V', '85'), ('Y', '85'), ('Y', '85'), ('V', '86'), ('V', '86'), ('V', '86'), ('Y', '86'), ('V', '87'), ('Y', '87'), ('W', '93'), ('W', '94'), ('Z', '94')]"
736750,"[('E', '0'), ('C', '2'), ('C', '94'), ('Z', '94')]"
832672,"[('N', '0'), ('C', '1'), ('C', '2'), ('C', '3'), ('V', '47'), ('D', '47'), ('V', '47'), ('V', '47'), ('V', '47'), ('Y', '52'), ('V', '53'), ('A', '53'), ('V', '88'), ('Y', '94'), ('L', '94'), ('Z', '94')]"
842012,"[('N', '0'), ('C', '0'), ('C', '2'), ('C', '23'), ('V', '26'), ('V', '26'), ('V', '27'), ('C', '27'), ('C', '43'), ('A', '43'), ('P', '75'), ('C', '75'), ('C', '83'), ('Z', '94')]"
906075,"[('N', '0'), ('C', '0'), ('A', '0'), ('V', '0'), ('Y', '0'), ('W', '0'), ('W', '0'), ('C', '0'), ('W', '1'), ('C', '28'), ('C', '28'), ('L', '94'), ('W', '94'), ('Z', '94')]"
932235,"[('N', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('C', '24'), ('W', '24'), ('C', '30'), ('C', '36'), ('C', '38'), ('C', '47'), ('V', '47'), ('C', '47'), ('V', '47'), ('V', '47'), ('D', '71'), ('C', '73'), ('C', '74'), ('C', '87'), ('D', '93'), ('V', '93'), ('C', '93'), ('Y', '93'), ('L', '94'), ('Z', '94')]"
966579,"[('M', '0'), ('C', '27'), ('C', '91'), ('V', '93'), ('Y', '94'), ('A', '94'), ('L', '94'), ('Z', '94')]"
989875,"[('N', '0'), ('C', '0'), ('C', '18'), ('C', '32'), ('A', '32'), ('C', '52'), ('A', '52'), ('C', '73'), ('C', '84'), ('V', '87'), ('C', '87'), ('Y', '88'), ('V', '93'), ('Y', '93'), ('C', '94'), ('L', '94'), ('Z', '94')]"
1031298,"[('N', '0'), ('W', '0'), ('C', '0'), ('C', '84'), ('C', '84'), ('V', '87'), ('V', '88'), ('V', '90'), ('Y', '92'), ('A', '94'), ('W', '94'), ('C', '94'), ('L', '94'), ('W', '94'), ('Z', '94')]"
337448,"[('N', '0'), ('Q', '35'), ('D', '96'), ('Z', '96')]"
381106,"[('N', '0'), ('C', '14'), ('C', '42'), ('C', '43'), ('V', '53'), ('C', '62'), ('L', '62'), ('C', '77'), ('V', '82'), ('H', '84'), ('W', '86'), ('C', '95'), ('Z', '95')]"
406021,"[('E', '0'), ('C', '0'), ('C', '0'), ('D', '0'), ('A', '56'), ('V', '56'), ('R', '87'), ('Z', '96')]"
409856,"[('M', '0'), ('C', '0'), ('C', '7'), ('Z', '95')]"
412682,"[('E', '0'), ('P', '23'), ('A', '23'), ('L', '27'), ('L', '42'), ('C', '72'), ('W', '89'), ('D', '89'), ('C', '90'), ('V', '95'), ('Y', '95'), ('Z', '95')]"
413060,"[('E', '0'), ('C', '0'), ('C', '10'), ('R', '52'), ('C', '66'), ('C', '73'), ('C', '90'), ('C', '91'), ('V', '92'), ('V', '92'), ('C', '94'), ('Y', '94'), ('V', '95'), ('A', '95'), ('W', '95'), ('Y', '95'), ('C', '95'), ('V', '95'), ('Y', '95'), ('C', '95'), ('C', '95'), ('C', '96'), ('Z', '96')]"
431882,"[('E', '0'), ('C', '1'), ('A', '4'), ('V', '4'), ('Y', '81'), ('C', '84'), ('L', '95'), ('C', '95'), ('P', '95'), ('L', '95'), ('Z', '96')]"
438909,"[('N', '0'), ('C', '0'), ('C', '1'), ('C', '3'), ('D', '8'), ('C', '8'), ('C', '11'), ('C', '12'), ('C', '13'), ('C', '15'), ('C', '18'), ('C', '19'), ('C', '21'), ('C', '22'), ('C', '24'), ('W', '24'), ('Q', '24'), ('D', '24'), ('C', '27'), ('D', '32'), ('C', '33'), ('C', '34'), ('C', '34'), ('C', '35'), ('C', '36'), ('C', '36'), ('W', '37'), ('C', '40'), ('C', '42'), ('C', '46'), ('C', '49'), ('C', '50'), ('C', '51'), ('C', '53'), ('C', '61'), ('C', '71'), ('C', '71'), ('C', '71'), ('C', '72'), ('C', '72'), ('W', '72'), ('C', '81'), ('C', '85'), ('C', '85'), ('D', '90'), ('C', '91'), ('A', '95'), ('C', '95'), ('L', '95'), ('Z', '95')]"
482086,"[('E', '0'), ('C', '0'), ('D', '0'), ('C', '0'), ('V', '0'), ('C', '1'), ('V', '1'), ('C', '1'), ('C', '1'), ('C', '1'), ('V', '1'), ('V', '1'), ('C', '1'), ('V', '16'), ('C', '18'), ('V', '31'), ('V', '51'), ('Y', '55'), ('C', '79'), ('L', '95'), ('Z', '95')]"
488687,"[('N', '0'), ('D', '76'), ('V', '76'), ('Y', '76'), ('C', '76'), ('A', '96'), ('L', '96'), ('Z', '96')]"
497434,"[('E', '0'), ('C', '0'), ('D', '0'), ('C', '0'), ('C', '1'), ('C', '19'), ('C', '29'), ('C', '29'), ('C', '30'), ('C', '33'), ('C', '33'), ('C', '60'), ('C', '73'), ('A', '79'), ('V', '79'), ('A', '84'), ('V', '86'), ('V', '90'), ('Y', '95'), ('V', '95'), ('Y', '95'), ('L', '96'), ('Z', '96')]"
498965,"[('M', '0'), ('C', '0'), ('C', '4'), ('A', '4'), ('W', '95'), ('Z', '96')]"
506798,"[('E', '0'), ('W', '0'), ('D', '0'), ('C', '1'), ('P', '37'), ('C', '49'), ('A', '56'), ('C', '56'), ('P', '58'), ('C', '90'), ('V', '95'), ('Y', '95'), ('Z', '95')]"
539476,"[('N', '0'), ('C', '0'), ('D', '0'), ('C', '9'), ('A', '22'), ('W', '35'), ('D', '71'), ('V', '71'), ('V', '86'), ('Y', '90'), ('Z', '95')]"
571424,"[('E', '0'), ('C', '0'), ('D', '0'), ('D', '0'), ('C', '1'), ('C', '1'), ('C', '39'), ('C', '69'), ('C', '82'), ('A', '82'), ('C', '82'), ('W', '83'), ('W', '83'), ('C', '84'), ('C', '94'), ('C', '95'), ('Z', '96')]"
571787,"[('E', '0'), ('D', '0'), ('C', '0'), ('C', '0'), ('C', '2'), ('C', '25'), ('C', '95'), ('Z', '95')]"
579868,"[('E', '0'), ('C', '0'), ('D', '0'), ('C', '0'), ('C', '2'), ('C', '3'), ('C', '7'), ('C', '14'), ('C', '15'), ('V', '17'), ('C', '17'), ('V', '17'), ('V', '18'), ('C', '18'), ('C', '35'), ('C', '72'), ('W', '77'), ('C', '77'), ('W', '81'), ('A', '81'), ('V', '82'), ('W', '82'), ('V', '82'), ('C', '89'), ('Y', '96'), ('W', '96'), ('Z', '96')]"
597867,"[('M', '0'), ('C', '0'), ('Z', '95')]"
610080,"[('E', '0'), ('C', '0'), ('C', '0'), ('C', '3'), ('C', '3'), ('C', '10'), ('C', '10'), ('C', '33'), ('D', '38'), ('W', '38'), ('C', '61'), ('D', '66'), ('C', '66'), ('D', '74'), ('W', '80'), ('C', '80'), ('W', '80'), ('A', '80'), ('F', '81'), ('W', '88'), ('C', '88'), ('C', '92'), ('C', '93'), ('C', '93'), ('V', '94'), ('W', '94'), ('Y', '94'), ('W', '94'), ('C', '94'), ('W', '95'), ('W', '95'), ('V', '95'), ('W', '95'), ('V', '95'), ('V', '96'), ('Y', '96'), ('W', '96'), ('W', '96'), ('W', '96'), ('L', '96'), ('Z', '96')]"
627834,"[('M', '0'), ('W', '0'), ('D', '0'), ('A', '0'), ('V', '0'), ('Y', '3'), ('Y', '3'), ('Z', '95')]"
697043,"[('E', '0'), ('L', '78'), ('P', '78'), ('V', '90'), ('C', '90'), ('A', '90'), ('Y', '90'), ('W', '94'), ('W', '95'), ('Z', '95')]"
711164,"[('E', '0'), ('C', '0'), ('A', '6'), ('P', '27'), ('V', '90'), ('C', '90'), ('V', '93'), ('Y', '93'), ('W', '94'), ('L', '96'), ('W', '96'), ('Z', '96')]"
720970,"[('E', '0'), ('V', '6'), ('C', '6'), ('A', '6'), ('Y', '9'), ('L', '48'), ('L', '95'), ('Z', '95')]"
720971,"[('E', '0'), ('P', '0'), ('A', '13'), ('L', '48'), ('L', '95'), ('Z', '95')]"
721020,"[('E', '0'), ('C', '26'), ('C', '83'), ('A', '84'), ('C', '84'), ('V', '84'), ('C', '86'), ('Y', '90'), ('C', '93'), ('L', '93'), ('C', '95'), ('Z', '95')]"
724509,"[('E', '0'), ('V', '0'), ('C', '0'), ('C', '0'), ('Y', '1'), ('C', '30'), ('C', '30'), ('V', '30'), ('C', '30'), ('V', '32'), ('P', '37'), ('W', '37'), ('A', '38'), ('V', '39'), ('V', '72'), ('V', '93'), ('V', '95'), ('Y', '95'), ('W', '95'), ('C', '95'), ('L', '95'), ('Z', '95')]"
762094,"[('E', '0'), ('V', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('C', '1'), ('C', '7'), ('C', '13'), ('C', '73'), ('C', '86'), ('D', '96'), ('V', '96'), ('W', '96'), ('Y', '96'), ('W', '96'), ('D', '96'), ('L', '96'), ('Z', '96')]"
964009,"[('N', '0'), ('C', '94'), ('C', '95'), ('A', '95'), ('L', '95'), ('Z', '95')]"
1019141,"[('M', '0'), ('C', '67'), ('Z', '95')]"
1055019,"[('N', '0'), ('C', '11'), ('C', '30'), ('Z', '95')]"
1093820,"[('N', '0'), ('D', '0'), ('D', '1'), ('D', '1'), ('C', '2'), ('A', '2'), ('V', '2'), ('C', '2'), ('F', '2'), ('C', '6'), ('W', '7'), ('C', '13'), ('V', '13'), ('V', '87'), ('V', '91'), ('Y', '93'), ('W', '94'), ('L', '95'), ('W', '95'), ('Z', '95')]"
325080,"[('E', '0'), ('D', '0'), ('C', '0'), ('C', '0'), ('V', '5'), ('C', '5'), ('C', '5'), ('C', '10'), ('Y', '10'), ('C', '10'), ('C', '11'), ('C', '12'), ('C', '12'), ('C', '15'), ('C', '23'), ('C', '23'), ('C', '30'), ('C', '34'), ('C', '37'), ('C', '38'), ('D', '39'), ('C', '44'), ('C', '45'), ('C', '45'), ('V', '75'), ('Y', '94'), ('C', '95'), ('Z', '97')]"
358116,"[('M', '0'), ('C', '0'), ('C', '6'), ('C', '78'), ('C', '93'), ('Z', '96')]"
369813,"[('E', '0'), ('W', '0'), ('C', '1'), ('C', '21'), ('W', '26'), ('W', '39'), ('A', '39'), ('D', '39'), ('A', '68'), ('V', '68'), ('C', '90'), ('V', '96'), ('V', '97'), ('Y', '97'), ('Z', '97')]"
370099,"[('E', '0'), ('C', '0'), ('C', '0'), ('D', '1'), ('C', '3'), ('C', '4'), ('C', '4'), ('C', '4'), ('D', '9'), ('C', '24'), ('C', '42'), ('L', '47'), ('C', '49'), ('C', '49'), ('C', '50'), ('C', '52'), ('C', '72'), ('C', '81'), ('C', '86'), ('L', '87'), ('C', '87'), ('C', '89'), ('V', '93'), ('C', '96'), ('Y', '96'), ('Z', '96')]"
389579,"[('E', '0'), ('C', '39'), ('L', '39'), ('C', '82'), ('C', '84'), ('V', '94'), ('W', '94'), ('Y', '96'), ('W', '96'), ('W', '96'), ('C', '96'), ('Z', '97')]"
403153,"[('E', '0'), ('C', '0'), ('P', '7'), ('L', '7'), ('C', '72'), ('A', '82'), ('V', '82'), ('V', '83'), ('Y', '83'), ('C', '83'), ('Y', '83'), ('C', '84'), ('C', '95'), ('L', '95'), ('Z', '96')]"
404530,"[('E', '0'), ('C', '1'), ('C', '4'), ('C', '6'), ('C', '6'), ('V', '12'), ('V', '19'), ('Y', '20'), ('A', '21'), ('V', '21'), ('F', '21'), ('V', '21'), ('V', '21'), ('V', '22'), ('Y', '22'), ('Y', '22'), ('Y', '22'), ('F', '24'), ('F', '24'), ('F', '24'), ('L', '24'), ('C', '39'), ('Z', '96')]"
408314,"[('E', '0'), ('D', '0'), ('D', '1'), ('C', '1'), ('V', '96'), ('W', '96'), ('Y', '96'), ('L', '97'), ('Z', '97')]"
497844,"[('E', '0'), ('W', '0'), ('C', '0'), ('C', '3'), ('C', '3'), ('C', '33'), ('C', '34'), ('A', '39'), ('C', '39'), ('C', '40'), ('V', '40'), ('Y', '40'), ('C', '41'), ('C', '45'), ('Z', '97')]"
507562,"[('N', '0'), ('C', '0'), ('C', '45'), ('C', '68'), ('C', '84'), ('Z', '96')]"
549192,"[('M', '0'), ('C', '0'), ('C', '5'), ('C', '19'), ('D', '30'), ('A', '35'), ('D', '50'), ('C', '51'), ('C', '51'), ('C', '51'), ('C', '55'), ('C', '64'), ('C', '91'), ('V', '92'), ('Y', '95'), ('C', '95'), ('Z', '96')]"
595530,"[('N', '0'), ('C', '14'), ('C', '20'), ('C', '20'), ('C', '21'), ('C', '22'), ('C', '23'), ('A', '23'), ('W', '23'), ('D', '23'), ('C', '23'), ('C', '23'), ('C', '24'), ('V', '32'), ('Y', '32'), ('W', '38'), ('C', '39'), ('C', '39'), ('W', '39'), ('C', '42'), ('C', '44'), ('W', '54'), ('C', '59'), ('C', '61'), ('C', '66'), ('C', '67'), ('C', '67'), ('C', '71'), ('C', '76'), ('C', '77'), ('C', '78'), ('W', '80'), ('C', '90'), ('C', '90'), ('C', '94'), ('L', '96'), ('Z', '96')]"
604215,"[('M', '0'), ('A', '0'), ('P', '0'), ('D', '0'), ('P', '0'), ('D', '1'), ('R', '2'), ('C', '3'), ('C', '5'), ('C', '19'), ('C', '31'), ('C', '61'), ('A', '63'), ('C', '82'), ('W', '85'), ('C', '91'), ('V', '91'), ('Y', '93'), ('V', '93'), ('V', '94'), ('W', '94'), ('C', '94'), ('D', '94'), ('Y', '96'), ('Y', '96'), ('W', '96'), ('L', '96'), ('Z', '96')]"
608405,"[('E', '0'), ('W', '83'), ('C', '83'), ('A', '86'), ('C', '86'), ('P', '89'), ('V', '89'), ('V', '90'), ('Y', '90'), ('C', '97'), ('L', '97'), ('Z', '97')]"
631374,"[('M', '0'), ('C', '0'), ('C', '15'), ('W', '40'), ('D', '40'), ('C', '41'), ('C', '63'), ('A', '85'), ('V', '86'), ('Y', '90'), ('W', '91'), ('L', '97'), ('Z', '97')]"
648045,"[('E', '0'), ('C', '0'), ('C', '2'), ('D', '4'), ('C', '50'), ('C', '55'), ('V', '84'), ('P', '84'), ('A', '84'), ('W', '84'), ('Y', '84'), ('V', '85'), ('Y', '85'), ('C', '85'), ('C', '86'), ('C', '88'), ('C', '93'), ('Y', '93'), ('V', '93'), ('Y', '93'), ('W', '94'), ('L', '96'), ('W', '96'), ('C', '96'), ('C', '96'), ('C', '97'), ('Z', '97')]"
653531,"[('E', '0'), ('W', '0'), ('C', '82'), ('W', '82'), ('P', '88'), ('A', '89'), ('V', '92'), ('Y', '92'), ('W', '93'), ('W', '96'), ('F', '96'), ('L', '96'), ('C', '97'), ('W', '97'), ('Z', '97')]"
668254,"[('E', '0'), ('C', '0'), ('D', '20'), ('W', '20'), ('W', '26'), ('C', '26'), ('W', '26'), ('W', '26'), ('P', '26'), ('A', '27'), ('C', '43'), ('V', '65'), ('Y', '65'), ('Y', '65'), ('V', '65'), ('V', '68'), ('V', '68'), ('Y', '69'), ('C', '71'), ('Y', '71'), ('V', '84'), ('Y', '90'), ('V', '90'), ('Y', '91'), ('V', '91'), ('Y', '91'), ('F', '92'), ('F', '92'), ('F', '92'), ('W', '92'), ('C', '94'), ('Z', '97')]"
708594,"[('E', '0'), ('C', '0'), ('C', '2'), ('L', '96'), ('Z', '96')]"
720644,"[('E', '0'), ('A', '14'), ('L', '49'), ('L', '96'), ('Z', '96')]"
720689,"[('E', '0'), ('P', '1'), ('L', '5'), ('L', '49'), ('L', '96'), ('Z', '96')]"
720702,"[('E', '0'), ('A', '14'), ('L', '49'), ('L', '96'), ('Z', '96')]"
723737,"[('E', '0'), ('C', '0'), ('D', '8'), ('C', '10'), ('C', '48'), ('A', '49'), ('A', '61'), ('Y', '84'), ('C', '87'), ('Y', '94'), ('L', '96'), ('Z', '97')]"
753448,"[('E', '0'), ('C', '0'), ('V', '0'), ('C', '0'), ('D', '0'), ('C', '1'), ('V', '1'), ('V', '2'), ('V', '2'), ('V', '2'), ('C', '3'), ('C', '16'), ('C', '36'), ('V', '37'), ('V', '37'), ('V', '37'), ('V', '57'), ('C', '57'), ('V', '57'), ('V', '58'), ('V', '58'), ('C', '58'), ('Y', '59'), ('Y', '59'), ('Y', '59'), ('V', '60'), ('V', '60'), ('V', '60'), ('C', '61'), ('C', '62'), ('Y', '62'), ('V', '62'), ('C', '63'), ('C', '63'), ('W', '71'), ('Y', '86'), ('V', '86'), ('C', '86'), ('C', '86'), ('V', '88'), ('V', '88'), ('Y', '88'), ('V', '89'), ('Y', '89'), ('Y', '89'), ('V', '91'), ('Y', '92'), ('W', '96'), ('L', '96'), ('W', '96'), ('Z', '96')]"
757978,"[('M', '0'), ('C', '9'), ('C', '16'), ('D', '16'), ('W', '16'), ('C', '19'), ('A', '19'), ('V', '36'), ('C', '36'), ('C', '43'), ('Y', '91'), ('L', '96'), ('L', '96'), ('Z', '97')]"
758023,"[('M', '0'), ('C', '97'), ('Z', '97')]"
858493,"[('N', '0'), ('D', '64'), ('C', '65'), ('A', '66'), ('D', '89'), ('V', '94'), ('C', '94'), ('V', '94'), ('Y', '94'), ('W', '94'), ('W', '94'), ('Y', '94'), ('W', '94'), ('W', '95'), ('L', '96'), ('W', '96'), ('Z', '96')]"
859110,"[('N', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('W', '5'), ('C', '7'), ('P', '39'), ('C', '39'), ('C', '72'), ('Z', '96')]"
895471,"[('N', '0'), ('C', '0'), ('P', '28'), ('C', '28'), ('D', '61'), ('C', '62'), ('C', '63'), ('C', '75'), ('V', '95'), ('A', '95'), ('V', '95'), ('C', '95'), ('V', '95'), ('Y', '96'), ('C', '96'), ('L', '96'), ('Z', '96')]"
898853,"[('N', '0'), ('P', '1'), ('C', '1'), ('W', '1'), ('C', '29'), ('C', '59'), ('W', '59'), ('C', '74'), ('L', '96'), ('Z', '96')]"
329601,"[('M', '0'), ('C', '0'), ('A', '0'), ('C', '0'), ('D', '0'), ('D', '0'), ('C', '0'), ('D', '1'), ('C', '1'), ('C', '6'), ('C', '7'), ('V', '19'), ('V', '36'), ('Y', '43'), ('V', '50'), ('C', '51'), ('C', '73'), ('L', '84'), ('V', '84'), ('V', '84'), ('W', '85'), ('W', '87'), ('V', '90'), ('V', '97'), ('V', '97'), ('Y', '97'), ('W', '97'), ('Z', '97')]"
331561,"[('N', '0'), ('C', '23'), ('A', '24'), ('C', '24'), ('C', '48'), ('C', '50'), ('C', '74'), ('L', '76'), ('A', '87'), ('V', '95'), ('Y', '95'), ('W', '96'), ('A', '97'), ('Z', '98')]"
334579,"[('E', '0'), ('C', '0'), ('C', '0'), ('L', '30'), ('A', '72'), ('L', '91'), ('Z', '97')]"
370859,"[('E', '0'), ('C', '96'), ('L', '96'), ('A', '97'), ('V', '97'), ('P', '97'), ('L', '97'), ('Y', '98'), ('Z', '98')]"
373944,"[('E', '0'), ('C', '0'), ('F', '1'), ('A', '78'), ('L', '78'), ('C', '92'), ('C', '97'), ('V', '98'), ('Y', '98'), ('Z', '98')]"
383183,"[('M', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '2'), ('C', '9'), ('C', '9'), ('C', '10'), ('C', '13'), ('C', '16'), ('C', '17'), ('C', '29'), ('C', '32'), ('V', '36'), ('V', '36'), ('V', '36'), ('P', '36'), ('C', '37'), ('C', '39'), ('C', '43'), ('D', '50'), ('C', '58'), ('C', '59'), ('C', '61'), ('C', '66'), ('C', '71'), ('V', '77'), ('V', '81'), ('C', '81'), ('C', '81'), ('C', '82'), ('C', '82'), ('Y', '82'), ('C', '82'), ('C', '83'), ('V', '85'), ('Y', '86'), ('V', '87'), ('Y', '87'), ('L', '87'), ('C', '87'), ('C', '87'), ('C', '88'), ('C', '88'), ('C', '89'), ('C', '91'), ('D', '91'), ('C', '92'), ('C', '93'), ('D', '94'), ('C', '94'), ('D', '94'), ('C', '94'), ('C', '95'), ('C', '95'), ('C', '97'), ('D', '97'), ('L', '97'), ('L', '98'), ('Z', '98')]"
388371,"[('E', '0'), ('D', '0'), ('C', '0'), ('C', '1'), ('C', '10'), ('Z', '97')]"
401869,"[('E', '0'), ('C', '0'), ('C', '0'), ('W', '0'), ('C', '0'), ('C', '13'), ('C', '25'), ('W', '25'), ('D', '25'), ('C', '26'), ('P', '27'), ('C', '28'), ('C', '29'), ('D', '30'), ('C', '31'), ('C', '32'), ('C', '33'), ('C', '35'), ('P', '43'), ('A', '43'), ('C', '69'), ('D', '69'), ('R', '75'), ('D', '80'), ('A', '80'), ('V', '80'), ('C', '82'), ('D', '85'), ('L', '91'), ('V', '91'), ('V', '91'), ('C', '95'), ('V', '96'), ('C', '96'), ('Y', '97'), ('Z', '98')]"
405755,"[('E', '0'), ('C', '72'), ('P', '73'), ('C', '73'), ('L', '73'), ('C', '77'), ('L', '92'), ('A', '96'), ('V', '97'), ('W', '97'), ('Y', '97'), ('Y', '97'), ('W', '97'), ('W', '97'), ('Z', '97')]"
406373,"[('M', '0'), ('D', '0'), ('C', '2'), ('C', '10'), ('P', '10'), ('L', '10'), ('C', '37'), ('A', '37'), ('C', '64'), ('P', '89'), ('C', '95'), ('W', '97'), ('A', '97'), ('L', '97'), ('Z', '97')]"
414370,"[('E', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '1'), ('C', '2'), ('C', '2'), ('C', '2'), ('C', '2'), ('Z', '98')]"
464736,"[('E', '0'), ('C', '7'), ('C', '8'), ('A', '9'), ('C', '9'), ('V', '15'), ('C', '36'), ('V', '66'), ('V', '92'), ('W', '92'), ('Y', '97'), ('W', '97'), ('C', '97'), ('W', '98'), ('W', '98'), ('L', '98'), ('Z', '98')]"
466340,"[('E', '0'), ('C', '1'), ('C', '3'), ('D', '9'), ('P', '9'), ('A', '9'), ('L', '11'), ('C', '51'), ('V', '86'), ('Y', '91'), ('L', '97'), ('Z', '97')]"
467565,"[('E', '0'), ('D', '0'), ('A', '0'), ('D', '1'), ('C', '1'), ('C', '4'), ('C', '5'), ('C', '13'), ('C', '16'), ('C', '35'), ('W', '73'), ('P', '83'), ('L', '83'), ('W', '84'), ('C', '97'), ('Z', '97')]"
520284,"[('E', '0'), ('A', '0'), ('V', '0'), ('C', '44'), ('V', '95'), ('Y', '97'), ('L', '97'), ('Z', '97')]"
565961,"[('M', '0'), ('C', '0'), ('C', '1'), ('C', '49'), ('C', '70'), ('W', '80'), ('Z', '98')]"
566088,"[('E', '0'), ('C', '1'), ('C', '1'), ('C', '2'), ('C', '50'), ('Z', '98')]"
571127,"[('M', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('C', '0'), ('D', '1'), ('C', '2'), ('W', '40'), ('C', '40'), ('C', '42'), ('A', '68'), ('C', '68'), ('W', '92'), ('Z', '97')]"
587231,"[('E', '0'), ('C', '26'), ('A', '26'), ('C', '26'), ('V', '27'), ('C', '28'), ('V', '28'), ('C', '31'), ('C', '31'), ('C', '32'), ('P', '34'), ('P', '35'), ('V', '39'), ('V', '42'), ('C', '43'), ('V', '53'), ('C', '56'), ('D', '59'), ('C', '60'), ('V', '61'), ('C', '66'), ('C', '72'), ('V', '73'), ('Y', '89'), ('V', '91'), ('Y', '91'), ('C', '92'), ('C', '97'), ('Z', '98')]"
606148,"[('E', '0'), ('Q', '0'), ('P', '0'), ('A', '0'), ('C', '0'), ('C', '1'), ('V', '15'), ('V', '16'), ('C', '24'), ('V', '26'), ('Y', '26'), ('C', '28'), ('C', '40'), ('C', '43'), ('Q', '55'), ('C', '55'), ('W', '83'), ('C', '83'), ('Q', '87'), ('C', '88'), ('C', '88'), ('C', '89'), ('D', '90'), ('C', '93'), ('W', '97'), ('W', '97'), ('L', '97'), ('Z', '97')]"
623601,"[('N', '0'), ('C', '79'), ('Z', '98')]"
653423,"[('E', '0'), ('C', '0'), ('W', '0'), ('C', '3'), ('C', '4'), ('W', '62'), ('Y', '62'), ('V', '62'), ('Y', '62'), ('W', '91'), ('L', '97'), ('W', '97'), ('W', '97'), ('F', '97'), ('Z', '97')]"
